"order_no","total_amt","item_quantity","modified_item_type","modified_item","order_start","prep_length","zip","markup","distinct_order_total_amt"
"38259771","21.38","1","Beverage","Regular Soft Drink","13:29:52","00:03:53","14150",,"21.38"
"38259771","21.38","1","Meal","Daves #2","13:29:52","00:03:53","14150",,
"38259839","19.44","1","Meal","Daves #1","13:30:37","00:07:49","14150",,"19.44"
"38259839","19.44","1","Beverage","Bottled Coke","13:30:37","00:07:49","14150",,
"38259890","16.3","1","Meal","Daves #2","13:31:52","00:06:47","14226",,"16.3"
"38260331","16.3","1","Meal","Daves #2","13:37:03","00:02:48","14226",,"16.3"
"38260549","37.7","1","Beverage","Small Soft Drink","13:42:11","00:04:06","14261",,"37.7"
"38260549","37.7","1","Meal","Daves #4","13:42:11","00:04:06","14261",,
"38260549","37.7","1","Meal","Daves #2","13:42:11","00:04:06","14261",,
"38260549","37.7","1","Beverage","Bottled Water","13:42:11","00:04:06","14261",,
"38260775","52.53","1","Meal","Daves #4","13:41:55","00:02:59","14226","Rails Markup","52.53"
"38260775","52.53","1","Meal","Daves #2","13:41:55","00:02:59","14226","Rails Markup",
"38260775","52.53","1","Beverage","Bottled Diet Coke","13:41:55","00:02:59","14226","Rails Markup",
"38260775","52.53","1","Beverage","Bottled Coke Zero","13:41:55","00:02:59","14226","Rails Markup",
"38260775","52.53","1","Beverage","Bottled Coke","13:41:55","00:02:59","14226","Rails Markup",
"38260804","21.38","1","Beverage","Regular Soft Drink","13:43:11","00:03:41","14223",,"21.38"
"38260804","21.38","1","Meal","Daves #2","13:43:11","00:03:41","14223",,
"38260846","28.58","1","Meal","Daves #4","13:42:51","00:12:36","14261","Rails Markup","28.58"
"38260846","28.58","1","Meal","Daves #2","13:42:51","00:12:36","14261","Rails Markup",
"38260872","15.21","1","Beverage","Water Cup","13:45:17","00:03:42","14223",,"15.21"
"38260872","15.21","1","Meal","Daves #3","13:45:17","00:11:01","14223",,
"38260995","17.05","1","Meal","Daves #2","13:45:08","00:09:44","14223",,"17.05"
"38261016","15.21","1","Beverage","Water Cup","13:46:18","00:02:42","14207",,"15.21"
"38261016","15.21","1","Meal","Daves #3","13:46:18","00:10:37","14207",,
"38261096","21.28","1","Meal","Daves #3","13:49:25","00:07:23","14150",,"21.28"
"38261096","21.28","1","Beverage","Bottled Sprite","13:49:25","00:07:23","14150",,
"38261118","24.44","1","Food","Mac and Cheese","13:46:38","00:10:54","14223","Rails Markup","24.44"
"38261118","24.44","1","Meal","Daves #2","13:46:38","00:10:54","14223","Rails Markup",
"38261314","26.71","1","Food","Single Tender","13:51:44","00:06:55","14150",,"26.71"
"38261314","26.71","1","Meal","Daves #3","13:51:44","00:06:55","14150",,
"38261314","26.71","1","Beverage","Bottled Sprite","13:51:44","00:06:55","14150",,
"38261385","19.11","1","Meal","Daves #3","13:50:20","00:11:37","14150","Rails Markup","19.11"
"38261496","29.32","1","Beverage","Regular Soft Drink","13:53:51","00:05:56","14150",,"29.32"
"38261496","29.32","1","Meal","Daves #4","13:53:51","00:05:56","14150",,
"38261496","29.32","1","Meal","Daves #1","13:53:51","00:05:56","14150",,
"38261508","16.85","1","Meal","Daves #1","13:51:59","00:06:04","14150","Rails Markup","16.85"
"38261553","19.45","1","Meal","Daves #2","13:52:37","00:08:10","14150","Rails Markup","19.45"
"38261651","26.22","1","Food","Single Slider","13:53:46","00:05:28","14150",,"26.22"
"38261651","26.22","1","Meal","Daves #2","13:53:46","00:05:28","14150",,
"38261663","16.3","1","Meal","Daves #2","13:55:10","00:05:06","14150",,"16.3"
"38261757","3.58","1","Beverage","Regular Soft Drink","13:55:54","00:05:37","14150",,"3.58"
"38261813","33.23","2","Beverage","Regular Soft Drink","13:58:54","00:02:35","14150",,"33.23"
"38261813","33.23","1","Meal","Daves #4","13:58:54","00:02:35","14150",,
"38261813","33.23","1","Meal","Daves #3","13:58:54","00:02:35","14150",,
"38262034","18.79","1","Beverage","Regular Soft Drink","14:00:21","00:02:49","14150",,"18.79"
"38262034","18.79","1","Meal","Daves #3","14:00:21","00:02:49","14150",,
"38262049","31.52","1","Meal","Daves #3","13:59:10","00:03:23","14150",,"31.52"
"38262049","31.52","1","Meal","Daves #2","13:59:10","00:03:23","14150",,
"38262185","14.12","1","Beverage","Small Soft Drink","14:02:10","00:01:31","14150",,"14.12"
"38262185","14.12","1","Meal","Daves #4","14:02:10","00:01:31","14150",,
"38262308","16.3","1","Meal","Daves #2","14:04:14","00:01:17","14150",,"16.3"
"38262476","14.12","1","Beverage","Small Soft Drink","14:05:32","00:00:56","14150",,"14.12"
"38262476","14.12","1","Meal","Daves #4","14:05:32","00:00:56","14150",,
"38262626","11.61","1","Meal","Daves #4","14:07:06","00:01:19","14150",,"11.61"
"38262765","14.44","1","Beverage","Regular Soft Drink","14:07:56","00:01:43","14150",,"14.44"
"38262765","14.44","1","Meal","Daves #4","14:07:56","00:01:43","14150",,
"38262917","13.89","1","Meal","Daves #4","14:08:36","00:02:21","14150","Rails Markup","13.89"
"38262930","19.65","1","Meal","Daves #3","14:09:30","00:02:17","14150",,"19.65"
"38262930","19.65","1","Beverage","Bottled Sprite","14:09:30","00:02:17","14150",,
"38263004","17.31","1","Meal","Daves #3","14:10:35","00:01:28","14150",,"17.31"
"38263097","20.55","1","Food","Single Tender","14:11:35","00:01:22","14226",,"20.55"
"38263097","20.55","1","Meal","Daves #1","14:11:35","00:01:22","14226",,
"38263176","22.47","1","Sauce","Side Cheese Sauce","14:13:39","00:02:37","14226",,"22.47"
"38263176","22.47","1","Meal","Daves #3","14:13:39","00:02:37","14226",,
"38263176","22.47","1","Food","Cheese Fries","14:13:39","00:02:37","14226",,
"38263225","21.84","1","Food","Mac and Cheese","14:12:09","00:01:21","14226","Rails Markup","21.84"
"38263225","21.84","1","Meal","Daves #1","14:12:09","00:01:21","14226","Rails Markup",
"38263374","16.5","1","Sauce","Side Cheese Sauce","14:14:41","00:02:16","14261",,"16.5"
"38263374","16.5","1","Meal","Daves #3","14:14:41","00:02:16","14261",,
"38263486","20.64","1","Food","Single Tender","14:16:25","00:02:43","14261",,"20.64"
"38263486","20.64","1","Meal","Daves #3","14:16:25","00:02:43","14261",,
"38263649","16.3","1","Meal","Daves #2","14:17:49","00:01:36","14223",,"16.3"
"38263784","10.86","2","Beverage","Water Cup","14:22:16","00:04:26","14207",,"10.86"
"38263784","10.86","1","Meal","Daves #4","14:22:16","00:04:23","14207",,
"38263888","47.82","1","Meal","Daves #3","14:19:08","00:03:47","14223",,"47.82"
"38263888","47.82","2","Meal","Daves #2","14:19:08","00:03:47","14223",,
"38263939","4.99","1","Food","Fries","14:19:43","00:00:30","14223","Rails Markup","4.99"
"38264196","34.63","1","Meal","Daves #2","14:23:17","00:03:59","14150",,"34.63"
"38264196","34.63","1","Meal","Daves #1","14:23:17","00:03:59","14150",,
"38264211","31.17","1","Sauce","OLO Side Dave’s Sauce","14:22:29","00:04:56","14223","Rails Markup","31.17"
"38264211","31.17","1","Food","Fries","14:22:29","00:04:56","14223","Rails Markup",
"38264211","31.17","2","Meal","Daves #4","14:22:29","00:04:56","14223","Rails Markup",
"38264298","19.88","1","Beverage","Regular Soft Drink","14:24:43","00:07:06","14150",,"19.88"
"38264298","19.88","1","Meal","Daves #2","14:24:43","00:07:06","14150",,
"38264336","21.39","1","Meal","Daves #2","14:23:45","00:05:00","14150","Rails Markup","21.39"
"38264448","14.87","1","Beverage","Small Soft Drink","14:25:55","00:09:26","14150",,"14.87"
"38264448","14.87","1","Meal","Daves #4","14:25:55","00:09:12","14150",,
"38264514","17.8","1","Meal","Daves #2","14:26:10","00:03:11","14150",,"17.8"
"38264688","23.91","1","Meal","Daves #2","14:27:17","00:02:53","14150","Rails Markup","23.91"
"38264688","23.91","1","Beverage","Bottled Coke Zero","14:27:17","00:02:53","14150","Rails Markup",
"38264781","17.17","1","Meal","Daves #2","14:29:34","00:04:10","14150","Rails Markup","17.17"
"38264787","17.06","1","Food","Mac and Cheese","14:29:15","00:02:08","14150",,"17.06"
"38264787","17.06","1","Meal","Daves #4","14:29:15","00:02:08","14150",,
"38264902","17.7","1","Beverage","Regular Soft Drink","14:30:23","00:02:10","14150",,"17.7"
"38264902","17.7","1","Meal","Daves #1","14:30:23","00:02:10","14150",,
"38264914","6.51","1","Shake","Vanilla Shake SM","14:31:03","00:01:51","14150",,"6.51"
"38264914","6.51","1","Beverage","Oreo TLS","14:31:03","00:01:51","14150",,
"38264975","52.15","2","Beverage","Regular Soft Drink","14:31:48","00:03:24","14150",,"52.15"
"38264975","52.15","2","Food","Mac and Cheese","14:31:48","00:03:24","14150",,
"38264975","52.15","2","Meal","Daves #3","14:31:48","00:03:24","14150",,
"38265037","32.81","2","Meal","Daves #3","14:31:05","00:03:18","14150",,"32.81"
"38265038","19.22","1","Beverage","Small Soft Drink","14:31:53","00:02:22","14150",,"19.22"
"38265038","19.22","1","Meal","Daves #3","14:31:53","00:02:22","14150",,
"38265125","5.43","1","Food","Single Tender","14:40:01","00:01:40","14150",,"5.43"
"38265125","5.43","3","Food","Single Slider","13:53:46","00:05:28","14150",,
"38265125","5.43","1","Other","Reaper Waiver","14:31:48","00:00:00","14150",,
"38265700","15.21","1","Meal","Daves #3","14:39:34","00:03:02","14150",,"15.21"
"38265916","10.86","1","Meal","Daves #4","14:42:53","00:02:29","14150",,"10.86"
"38266012","25.86","2","Meal","Daves #4","14:41:09","00:02:32","14150","Rails Markup","25.86"
"38266080","19.45","1","Meal","Daves #2","14:41:45","00:02:57","14150","Rails Markup","19.45"
"38266182","40.8","2","Beverage","Water Cup","14:46:38","00:04:03","14150",,"40.8"
"38266182","40.8","2","Meal","Daves #4","14:46:38","00:04:03","14150",,
"38266182","40.8","1","Meal","Daves #1","14:46:38","00:04:03","14150",,
"38266544","10.86","1","Meal","Daves #4","14:47:26","00:04:03","14150",,"10.86"
"38266623","18.47","1","Beverage","Small Soft Drink","14:54:44","00:02:30","14226",,"18.47"
"38266623","18.47","1","Meal","Daves #3","14:54:44","00:02:30","14226",,
"38267042","7.71","1","Food","Single Slider","14:52:17","00:01:21","14226",,"7.71"
"38267138","19.88","1","Beverage","Regular Soft Drink","14:54:51","00:03:26","14261",,"19.88"
"38267138","19.88","1","Meal","Daves #2","14:54:51","00:03:26","14261",,
"38267148","28.58","1","Beverage","Oreo TLS","14:53:15","00:04:07","14226","Rails Markup","28.58"
"38267148","28.58","1","Meal","Daves #2","14:53:15","00:04:07","14226","Rails Markup",
"38267285","4.12","1","Food","Mac and Cheese","14:55:38","00:02:43","14261",,"4.12"
"38267298","48.94","1","Food","Single Tender","14:56:17","00:07:07","14223",,"48.94"
"38267298","48.94","2","Beverage","Regular Soft Drink","14:56:17","00:07:07","14223",,
"38267298","48.94","1","Meal","Daves #2","14:56:17","00:07:07","14223",,
"38267298","48.94","1","Meal","Daves #1","14:56:17","00:07:07","14223",,
"38267392","14.13","1","Meal","Daves #1","14:58:05","00:01:18","14223",,"14.13"
"38267401","32.02","2","Beverage","Regular Soft Drink","14:58:34","00:05:39","14223",,"32.02"
"38267401","32.02","2","Meal","Daves #4","14:58:34","00:05:39","14223",,
"38267551","25.95","1","Beverage","Small Soft Drink","15:01:40","00:03:11","14207",,"25.95"
"38267551","25.95","1","Food","Single Tender","15:01:40","00:03:11","14207",,
"38267551","25.95","1","Meal","Daves #1","15:01:40","00:03:11","14207",,
"38267803","27.14","1","Beverage","Regular Soft Drink","15:02:23","00:03:13","14150",,"27.14"
"38267803","27.14","1","Beverage","Oreo TLS","15:02:23","00:03:13","14150",,
"38267803","27.14","1","Meal","Daves #3","15:02:23","00:03:13","14150",,
"38267880","20.85","1","Beverage","Small Soft Drink","15:07:03","00:03:26","14150",,"20.85"
"38267880","20.85","1","Meal","Daves #3","15:07:03","00:03:26","14150",,
"38267924","19.77","1","Sauce","OLO Side Dave’s Sauce","15:02:10","00:09:51","14223","Rails Markup","19.77"
"38267924","19.77","1","Meal","Daves #2","15:02:10","00:09:51","14223","Rails Markup",
"38267950","27.17","1","Meal","Daves #4","15:04:43","00:10:49","14150",,"27.17"
"38267950","27.17","1","Meal","Daves #2","15:04:43","00:10:49","14150",,
"38268014","42.2","1","Food","Single Slider","15:03:06","00:11:25","14150","Rails Markup","42.2"
"38268014","42.2","1","Sauce","OLO Side Dave’s Sauce","15:03:06","00:11:25","14150","Rails Markup",
"38268014","42.2","1","Meal","Daves #4","15:03:06","00:11:25","14150","Rails Markup",
"38268404","21.73","1","Meal","Daves #4","15:07:05","00:05:31","14150",,"21.73"
"38268532","18.89","1","Meal","Daves #2","15:08:24","00:07:53","14150","Rails Markup","18.89"
"38268744","10.86","1","Meal","Daves #4","15:10:15","00:03:59","14150",,"10.86"
"38268846","35.94","1","Beverage","Small Soft Drink","15:15:11","00:02:04","14150",,"35.94"
"38268846","35.94","1","Beverage","Regular Soft Drink","15:15:11","00:02:04","14150",,
"38268846","35.94","1","Food","Mac and Cheese","15:15:11","00:02:04","14150",,
"38268846","35.94","1","Meal","Daves #4","15:15:11","00:02:04","14150",,
"38268846","35.94","1","Meal","Daves #1","15:15:11","00:02:04","14150",,
"38268928","27.15","1","Shake","Vanilla Shake SM","15:14:21","00:07:28","14150",,"27.15"
"38268928","27.15","2","Meal","Daves #4","15:14:21","00:07:28","14150",,
"38269233","32.06","1","Meal","Daves #2","15:14:48","00:11:48","14150",,"32.06"
"38269233","32.06","1","Meal","Daves #1","15:14:48","00:11:48","14150",,
"38269498","32.15","2","Meal","Daves #1","15:19:38","00:08:37","14150",,"32.15"
"38269616","15.21","1","Meal","Daves #3","15:19:27","00:04:09","14150",,"15.21"
"38269701","25.73","1","Shake","Vanilla Shake SM","15:20:34","00:07:35","14150",,"25.73"
"38269701","25.73","1","Meal","Daves #2","15:20:34","00:07:35","14150",,
"38269707","42.15","1","Meal","Daves #2","15:19:33","00:05:14","14150","Rails Markup","42.15"
"38269707","42.15","1","Meal","Dave’s Dash #2 w/Drink","15:19:33","00:05:14","14150","Rails Markup",
"38269720","49.82","1","Beverage","Small Soft Drink","15:23:18","00:05:43","14150",,"49.82"
"38269720","49.82","1","Beverage","Oreo TLS","15:23:18","00:05:43","14150",,
"38269720","49.82","1","Food","Mac and Cheese","15:23:18","00:05:43","14150",,
"38269720","49.82","1","Meal","Daves #4","15:23:17","00:05:44","14150",,
"38269720","49.82","2","Meal","Daves #4","15:23:18","00:05:43","14150",,
"38269821","15.13","1","Meal","Daves #1","15:23:51","00:07:54","14150",,"15.13"
"38270100","25.31","1","Beverage","Regular Soft Drink","15:24:47","00:05:29","14150",,"25.31"
"38270100","25.31","1","Meal","Daves #2","15:24:47","00:05:29","14150",,
"38270139","15.21","1","Meal","Daves #3","15:24:58","00:03:36","14150",,"15.21"
"38270233","15.21","1","Meal","Daves #3","15:25:37","00:06:48","14150",,"15.21"
"38270247","22.25","1","Beverage","Small Soft Drink","15:26:12","00:06:37","14226",,"22.25"
"38270247","22.25","1","Meal","Daves #2","15:26:12","00:06:37","14226",,
"38270312","23.9","1","Beverage","Oreo TLS","15:27:05","00:05:47","14226",,"23.9"
"38270312","23.9","1","Meal","Daves #2","15:27:05","00:05:46","14226",,
"38270367","22.48","1","Shake","Strawberry Shake LG","15:28:34","00:08:22","14261",,"22.48"
"38270367","22.48","1","Meal","Daves #3","15:28:34","00:08:22","14261",,
"38270467","14.13","1","Meal","Daves #1","15:27:47","00:05:23","14223",,"14.13"
"38270522","18.78","1","Meal","Daves #1","15:27:34","00:07:48","14150","Rails Markup","18.78"
"38270623","15.96","1","Beverage","Water Cup","15:33:48","00:03:32","14223",,"15.96"
"38270623","15.96","1","Meal","Daves #3","15:33:48","00:03:32","14223",,
"38270641","30.85","1","Food","Kale Slaw","15:28:46","00:08:45","14226","Rails Markup","30.85"
"38270641","30.85","2","Meal","Daves #4","15:28:46","00:08:45","14226","Rails Markup",
"38270727","9.23","1","Food","Single Slider","15:29:39","00:08:30","14261","Rails Markup","9.23"
"38271120","38.69","1","Beverage","Regular Soft Drink","15:35:57","00:02:49","14207",,"38.69"
"38271120","38.69","1","Shake","M&M TLS","15:35:57","00:02:49","14207",,
"38271120","38.69","2","Meal","Daves #4","15:35:57","00:02:49","14207",,
"38271132","29.52","1","Food","Mac and Cheese","15:34:00","00:05:41","14223","Rails Markup","29.52"
"38271132","29.52","1","Meal","Daves #3","15:34:00","00:05:41","14223","Rails Markup",
"38271132","29.52","1","Beverage","Bottled Coke","15:34:00","00:05:41","14223","Rails Markup",
"38271207","39.54","1","Sauce","OLO Side Dave’s Sauce","15:34:48","00:07:05","14223","Rails Markup","39.54"
"38271207","39.54","2","Meal","Daves #2","15:34:48","00:07:05","14223","Rails Markup",
"38271329","18.55","1","Meal","Daves #2","15:43:59","00:02:53","14150",,"18.55"
"38271449","30.97","1","Sauce","OLO Side Dave’s Sauce","15:37:25","00:08:27","14150",,"30.97"
"38271449","30.97","2","Meal","Daves #3","15:37:26","00:08:26","14150",,
"38271450","19.45","1","Meal","Daves #2","15:37:27","00:05:30","14150","Rails Markup","19.45"
"38271456","27.17","1","Meal","Daves #4","15:37:29","00:06:51","14150",,"27.17"
"38271456","27.17","1","Meal","Daves #2","15:37:29","00:06:51","14150",,
"38271851","7.71","1","Food","Single Slider","15:41:19","00:04:14","14150",,"7.71"
"38272093","18.47","1","Sauce","OLO Side Dave’s Sauce","15:43:28","00:02:22","14150","Rails Markup","18.47"
"38272093","18.47","1","Meal","Daves #3","15:43:28","00:02:22","14150","Rails Markup",
"38272145","19.54","1","Beverage","Regular Soft Drink","15:46:38","00:02:17","14150",,"19.54"
"38272145","19.54","1","Meal","Daves #3","15:46:38","00:02:17","14150",,
"38272317","22.24","1","Beverage","Regular Soft Drink","15:46:38","00:01:54","14150",,"22.24"
"38272317","22.24","1","Meal","Daves #3","15:46:38","00:01:54","14150",,
"38272430","16.3","1","Meal","Daves #2","15:47:46","00:03:17","14150",,"16.3"
"38272431","15.21","1","Meal","Daves #3","15:47:29","00:01:53","14150",,"15.21"
"38272474","19.41","1","Sauce","OLO Side Dave’s Sauce","15:47:06","00:02:26","14150","Rails Markup","19.41"
"38272474","19.41","1","Meal","Daves #3","15:47:06","00:02:28","14150","Rails Markup",
"38272527","28.23","2","Beverage","Small Soft Drink","15:48:57","00:02:24","14150",,"28.23"
"38272527","28.23","2","Meal","Daves #4","15:48:57","00:02:24","14150",,
"38272549","34.63","2","Meal","Daves #3","15:52:45","00:05:03","14150",,"34.63"
"38272661","38.5","2","Beverage","Regular Soft Drink","15:50:35","00:04:16","14150",,"38.5"
"38272661","38.5","1","Meal","Daves #3","15:50:35","00:04:16","14150",,
"38272661","38.5","1","Meal","Daves #1","15:50:35","00:04:16","14150",,
"38272833","28.25","2","Meal","Daves #1","15:52:02","00:03:21","14150",,"28.25"
"38273007","28.25","2","Meal","Daves #1","15:54:45","00:07:01","14150",,"28.25"
"38273052","17.82","1","Meal","Daves #1","15:53:09","00:04:59","14150","Rails Markup","17.82"
"38273078","14.13","1","Meal","Daves #1","15:54:25","00:04:07","14150",,"14.13"
"38273085","24.77","1","Sauce","OLO Side Dave’s Sauce","15:53:27","00:05:42","14150","Rails Markup","24.77"
"38273085","24.77","1","Food","Mac and Cheese","15:53:27","00:05:42","14150","Rails Markup",
"38273085","24.77","1","Meal","Daves #2","15:53:27","00:05:42","14150","Rails Markup",
"38273120","57.1","1","Sauce","OLO Side Dave’s Sauce","15:53:48","00:15:00","14150","Rails Markup","57.1"
"38273120","57.1","1","Food","Mac and Cheese","15:53:48","00:15:00","14150","Rails Markup",
"38273120","57.1","1","Meal","Daves #4","15:53:48","00:15:00","14150","Rails Markup",
"38273120","57.1","1","Meal","Daves #2","15:53:48","00:15:00","14150","Rails Markup",
"38273120","57.1","1","Meal","Daves #1","15:53:48","00:15:00","14150","Rails Markup",
"38273191","18.47","1","Shake","M&M TLS","15:56:36","00:09:33","14226",,"18.47"
"38273191","18.47","1","Meal","Daves #4","15:56:36","00:09:33","14226",,
"38273223","16.28","2","Food","Potato Roll","15:56:32","00:05:54","14226",,"16.28"
"38273223","16.28","1","Meal","Daves #1","15:56:32","00:05:54","14226",,
"38273399","41.59","2","Beverage","Regular Soft Drink","15:58:43","00:12:12","14223",,"41.59"
"38273399","41.59","1","Meal","Daves #3","15:58:43","00:12:12","14223",,
"38273399","41.59","1","Meal","Daves #1","15:58:43","00:12:12","14223",,
"38273399","41.59","1","Beverage","Bottled Water","15:58:43","00:12:12","14223",,
"38273410","4.12","1","Beverage","Water Cup","15:57:31","00:01:19","14223",,"4.12"
"38273410","4.12","1","Food","Fries","15:57:31","00:01:19","14223",,
"38273438","14.22","1","Food","Single Slider","15:56:55","00:06:26","14226","Rails Markup","14.22"
"38273438","14.22","1","Food","Fries","15:56:55","00:06:26","14226","Rails Markup",
"38273515","27.17","1","Meal","Daves #4","15:59:04","00:08:02","14223",,"27.17"
"38273515","27.17","1","Meal","Daves #2","15:59:04","00:08:01","14223",,
"38273536","29.96","1","Food","Single Slider","15:57:43","00:08:02","14261","Rails Markup","29.96"
"38273536","29.96","1","Food","Mac and Cheese","15:57:43","00:08:02","14261","Rails Markup",
"38273536","29.96","1","Beverage","Bottled Water","15:57:43","00:08:02","14261","Rails Markup",
"38273556","38.68","1","Food","Fries","15:57:53","00:10:18","14261","Rails Markup","38.68"
"38273556","38.68","1","Meal","Daves #4","15:57:53","00:10:18","14261","Rails Markup",
"38273556","38.68","1","Meal","Dave’s Dash #2 w/Drink","15:57:53","00:10:18","14261","Rails Markup",
"38273872","15.85","1","Meal","Daves #4","16:01:10","00:10:31","14223","Rails Markup","15.85"
"38274080","16.96","1","Meal","Daves #3","16:04:09","00:08:16","14207",,"16.96"
"38274157","19.22","1","Beverage","Small Soft Drink","16:05:44","00:07:16","14150",,"19.22"
"38274157","19.22","1","Meal","Daves #3","16:05:44","00:07:16","14150",,
"38274540","3.25","1","Beverage","Small Soft Drink","16:08:35","00:02:35","14150",,"3.25"
"38274588","30","2","Meal","Daves #4","16:10:37","00:05:48","14150",,"30"
"38274588","13.46","2","Meal","Daves #4","16:10:37","00:05:48","14150",,
"38274709","16.3","1","Meal","Daves #2","16:10:07","00:03:31","14150",,"16.3"
"38274785","34.76","2","Meal","Daves #4","16:11:42","00:09:17","14150",,"34.76"
"38274785","34.76","2","Shake","Chocolate Shake SM","16:11:42","00:09:17","14150",,
"38274812","67.26","1","Food","Single Tender","16:11:08","00:08:19","14150","Rails Markup","67.26"
"38274812","67.26","1","Food","Mac and Cheese","16:11:08","00:08:19","14150","Rails Markup",
"38274812","67.26","2","Meal","Daves #2","16:11:08","00:08:19","14150","Rails Markup",
"38274812","67.26","1","Meal","Daves #1","16:11:08","00:08:19","14150","Rails Markup",
"38274903","14.13","1","Meal","Daves #1","16:13:09","00:08:16","14150",,"14.13"
"38275186","21.73","1","Food","Single Tender","16:15:03","00:04:11","14150",,"21.73"
"38275186","21.73","1","Meal","Daves #2","16:15:03","00:04:11","14150",,
"38275278","85.83","3","Beverage","Small Soft Drink","16:17:37","00:10:38","14150",,"85.83"
"38275278","85.83","3","Meal","Daves #3","16:17:37","00:10:38","14150",,
"38275278","85.83","1","Meal","Daves #2","16:17:37","00:10:38","14150",,
"38275278","85.83","1","Meal","Daves #1","16:17:37","00:10:38","14150",,
"38275361","25.97","1","Shake","Vanilla Shake SM","16:16:41","00:05:46","14150","Rails Markup","25.97"
"38275361","25.97","1","Meal","Daves #2","16:16:41","00:05:46","14150","Rails Markup",
"38275579","16.85","1","Meal","Daves #1","16:19:01","00:11:33","14150","Rails Markup","16.85"
"38275607","30.43","1","Meal","Daves #3","16:20:04","00:06:33","14150",,"30.43"
"38275635","43.79","1","Shake","Strawberry Shake SM","16:19:41","00:08:42","14150","Rails Markup","43.79"
"38275635","43.79","1","Meal","Daves #2","16:19:41","00:08:42","14150","Rails Markup",
"38275635","43.79","1","Meal","Daves #1","16:19:41","00:08:42","14150","Rails Markup",
"38275690","16.3","1","Meal","Daves #2","16:22:34","00:04:21","14150",,"16.3"
"38275737","16.08","1","Meal","Daves #1","16:21:27","00:09:39","14150",,"16.08"
"38275816","20.09","1","Sauce","OLO Side Dave’s Sauce","16:21:24","00:07:46","14150","Rails Markup","20.09"
"38275816","20.09","1","Meal","Daves #2","16:21:24","00:07:46","14150","Rails Markup",
